,0,3
2185,gku,ǂUngkue
2186,gla,Scottish Gaelic
2187,glc,Bon Gula
2188,gld,Nanai
2189,gle,Irish
2190,glg,Galician
2191,glh,Northwest Pashai
2192,gli,Guliguli
2193,glj,Gula Iro
2194,glk,Gilaki
2195,gll,Garlali
2196,glo,Galambu
2197,glr,Glaro-Twabo
2198,glu,Gula (Chad)
2199,glv,Manx
2200,glw,Glavda
2201,gly,Gule
2202,gma,Gambera
2203,gmb,Gula'alaa
2204,gmd,Mághdì
2205,gmg,Magɨyi
2206,gmh,Middle High German (ca. 1050-1500)
2207,gml,Middle Low German
2208,gmm,Gbaya-Mbodomo
2209,gmn,Gimnime
2210,gmu,Gumalu
2211,gmv,Gamo
2212,gmx,Magoma
2213,gmy,Mycenaean Greek
2214,gmz,Mgbolizhia
2215,gna,Kaansa
2216,gnb,Gangte
2217,gnc,Guanche
2218,gnd,Zulgo-Gemzek
2219,gne,Ganang
2220,gng,Ngangam
2221,gnh,Lere
2222,gni,Gooniyandi
2223,gnk,//Gana
2224,gnl,Gangulu
2225,gnm,Ginuman
2226,gnn,Gumatj
2227,gno,Northern Gondi
2228,gnq,Gana
2229,gnr,Gureng Gureng
2230,gnt,Guntai
2231,gnu,Gnau
2232,gnw,Western Bolivian Guaraní
2233,gnz,Ganzi
2234,goa,Guro
2235,gob,Playero
2236,goc,Gorakor
2237,god,Godié
2238,goe,Gongduk
2239,gof,Gofa
2240,gog,Gogo
2241,goh,Old High German (ca. 750-1050)
2242,goi,Gobasi
2243,goj,Gowlan
2244,gok,Gowli
2245,gol,Gola
2246,gom,Goan Konkani
2247,gon,Gondi
2248,goo,Gone Dau
2249,gop,Yeretuar
2250,goq,Gorap
2251,gor,Gorontalo
2252,gos,Gronings
2253,got,Gothic
2254,gou,Gavar
2255,gow,Gorowa
2256,gox,Gobu
2257,goy,Goundo
2258,goz,Gozarkhani
2259,gpa,Gupa-Abawa
2260,gpe,Ghanaian Pidgin English
2261,gpn,Taiap
2262,gqa,Ga'anda
2263,gqi,Guiqiong
2264,gqn,Guana (Brazil)
2265,gqr,Gor
2266,gqu,Qau
2267,gra,Rajput Garasia
2268,grb,Grebo
2269,grc,Ancient Greek (to 1453)
2270,grd,Guruntum-Mbaaru
2271,grg,Madi
2272,grh,Gbiri-Niragu
2273,gri,Ghari
2274,grj,Southern Grebo
2275,grm,Kota Marudu Talantang
2276,grn,Guarani
2277,gro,Groma
2278,grq,Gorovu
2279,grr,Taznatit
2280,grs,Gresi
2281,grt,Garo
2282,gru,Kistane
2283,grv,Central Grebo
2284,grw,Gweda
2285,grx,Guriaso
2286,gry,Barclayville Grebo
2287,grz,Guramalum
2288,gse,Ghanaian Sign Language
2289,gsg,German Sign Language
2290,gsl,Gusilay
2291,gsm,Guatemalan Sign Language
2292,gsn,Nema
2293,gso,Southwest Gbaya
2294,gsp,Wasembo
2295,gss,Greek Sign Language
2296,gsw,Swiss German
2297,gta,Guató
2298,gti,Gbati-ri
2299,gtu,Aghu-Tharnggala
2300,gua,Shiki
2301,gub,Guajajára
2302,guc,Wayuu
2303,gud,Yocoboué Dida
2304,gue,Gurinji
2305,guf,Gupapuyngu
2306,gug,Paraguayan Guaraní
2307,guh,Guahibo
2308,gui,Eastern Bolivian Guaraní
2309,guj,Gujarati
2310,guk,Gumuz
2311,gul,Sea Island Creole English
2312,gum,Guambiano
2313,gun,Mbyá Guaraní
2314,guo,Guayabero
2315,gup,Gunwinggu
2316,guq,Aché
2317,gur,Farefare
2318,gus,Guinean Sign Language
2319,gut,Maléku Jaíka
2320,guu,Yanomamö
2321,guv,Gey
2322,guw,Gun
2323,gux,Gourmanchéma
2324,guz,Gusii
2325,gva,Guana (Paraguay)
2326,gvc,Guanano
2327,gve,Duwet
2328,gvf,Golin
2329,gvj,Guajá
2330,gvl,Gulay
2331,gvm,Gurmana
2332,gvn,Kuku-Yalanji
2333,gvo,Gavião Do Jiparaná
2334,gvp,Pará Gavião
2335,gvr,Gurung
2336,gvs,Gumawana
2337,gvy,Guyani
2338,gwa,Mbato
2339,gwb,Gwa
2340,gwc,Kalami
2341,gwd,Gawwada
2342,gwe,Gweno
2343,gwf,Gowro
2344,gwg,Moo
2345,gwi,Gwichʼin
2346,gwj,/Gwi
2347,gwm,Awngthim
2348,gwn,Gwandara
2349,gwr,Gwere
2350,gwt,Gawar-Bati
2351,gwu,Guwamu
2352,gww,Kwini
2353,gwx,Gua
2354,gxx,Wè Southern
2355,gya,Northwest Gbaya
2356,gyb,Garus
2357,gyd,Kayardild
2358,gye,Gyem
2359,gyf,Gungabula
2360,gyg,Gbayi
2361,gyi,Gyele
2362,gyl,Gayil
2363,gym,Ngäbere
2364,gyn,Guyanese Creole English
2365,gyr,Guarayu
2366,gyy,Gunya
2367,gza,Ganza
2368,gzi,Gazi
2369,gzn,Gane
2370,haa,Han
2371,hab,Hanoi Sign Language
2372,hac,Gurani
2373,had,Hatam
2374,hae,Eastern Oromo
2375,haf,Haiphong Sign Language
2376,hag,Hanga
2377,hah,Hahon
2378,hai,Haida
2379,haj,Hajong
2380,hak,Hakka Chinese
2381,hal,Halang
2382,ham,Hewa
2383,han,Hangaza
2384,hao,Hakö
2385,hap,Hupla
2386,haq,Ha
2387,har,Harari
2388,has,Haisla
2389,hat,Haitian
2390,hau,Hausa
2391,hav,Havu
2392,haw,Hawaiian
2393,hax,Southern Haida
2394,hay,Haya
2395,haz,Hazaragi
2396,hba,Hamba
2397,hbb,Huba
2398,hbn,Heiban
2399,hbo,Ancient Hebrew
2400,hbs,Serbo-Croatian
2401,hbu,Habu
2402,hca,Andaman Creole Hindi
2403,hch,Huichol
2404,hdn,Northern Haida
2405,hds,Honduras Sign Language
2406,hdy,Hadiyya
2407,hea,Northern Qiandong Miao
2408,heb,Hebrew
2409,hed,Herdé
2410,heg,Helong
2411,heh,Hehe
2412,hei,Heiltsuk
2413,hem,Hemba
2414,her,Herero
2415,hgm,Hai//om
2416,hgw,Haigwai
2417,hhi,Hoia Hoia
2418,hhr,Kerak
2419,hhy,Hoyahoya
2420,hia,Lamang
2421,hib,Hibito
2422,hid,Hidatsa
2423,hif,Fiji Hindi
2424,hig,Kamwe
2425,hih,Pamosu
2426,hii,Hinduri
2427,hij,Hijuk
2428,hik,Seit-Kaitetu
2429,hil,Hiligaynon
2430,him,Himachali languages; Western Pahari languages
2431,hin,Hindi
2432,hio,Tsoa
2433,hir,Himarimã
2434,hit,Hittite
2435,hiw,Hiw
2436,hix,Hixkaryána
2437,hji,Haji
2438,hka,Kahe
2439,hke,Hunde
2440,hkk,Hunjara-Kaina Ke
2441,hks,Hong Kong Sign Language
2442,hla,Halia
2443,hlb,Halbi
2444,hld,Halang Doan
2445,hle,Hlersu
2446,hlt,Matu Chin
2447,hlu,Hieroglyphic Luwian
2448,hma,Southern Mashan Hmong
2449,hmb,Humburi Senni Songhay
2450,hmc,Central Huishui Hmong
2451,hmd,Large Flowery Miao
2452,hme,Eastern Huishui Hmong
2453,hmf,Hmong Don
2454,hmg,Southwestern Guiyang Hmong
2455,hmh,Southwestern Huishui Hmong
2456,hmi,Northern Huishui Hmong
2457,hmj,Ge
2458,hmk,Maek
2459,hml,Luopohe Hmong
2460,hmm,Central Mashan Hmong
2461,hmn,Hmong
2462,hmo,Hiri Motu
2463,hmp,Northern Mashan Hmong
2464,hmq,Eastern Qiandong Miao
2465,hmr,Hmar
2466,hms,Southern Qiandong Miao
2467,hmt,Hamtai
2468,hmu,Hamap
2469,hmv,Hmong Dô
2470,hmw,Western Mashan Hmong
2471,hmy,Southern Guiyang Hmong
2472,hmz,Hmong Shua
2473,hna,Mina (Cameroon)
2474,hnd,Southern Hindko
2475,hne,Chhattisgarhi
2476,hnh,//Ani
2477,hni,Hani
2478,hnj,Hmong Njua
2479,hnn,Hanunoo
2480,hno,Northern Hindko
2481,hns,Caribbean Hindustani
2482,hnu,Hung
2483,hoa,Hoava
2484,hob,Mari (Madang Province)
2485,hoc,Ho
2486,hod,Holma
2487,hoe,Horom
2488,hoh,Hobyót
2489,hoi,Holikachuk
2490,hoj,Hadothi
2491,hol,Holu
2492,hom,Homa
2493,hoo,Holoholo
2494,hop,Hopi
2495,hor,Horo
2496,hos,Ho Chi Minh City Sign Language
2497,hot,Hote
2498,hov,Hovongan
2499,how,Honi
2500,hoy,Holiya
2501,hoz,Hozo
2502,hpo,Hpon
2503,hps,Hawai'i Sign Language (HSL)
2504,hra,Hrangkhol
2505,hrc,Niwer Mil
2506,hre,Hre
2507,hrk,Haruku
2508,hrm,Horned Miao
2509,hro,Haroi
2510,hrp,Nhirrpi
2511,hrr,Horuru
2512,hrt,Hértevin
2513,hru,Hruso
2514,hrv,Croatian
2515,hrw,Warwar Feni
2516,hrx,Hunsrik
2517,hrz,Harzani
2518,hsb,Upper Sorbian
2519,hsh,Hungarian Sign Language
2520,hsl,Hausa Sign Language
2521,hsn,Xiang Chinese
2522,hss,Harsusi
2523,hti,Hoti
2524,hto,Minica Huitoto
2525,hts,Hadza
2526,htu,Hitu
2527,htx,Middle Hittite
2528,hub,Huambisa
2529,huc,=/Hua
2530,hud,Huaulu
2531,hue,San Francisco Del Mar Huave
2532,huf,Humene
2533,hug,Huachipaeri
2534,huh,Huilliche
2535,hui,Huli
2536,huj,Northern Guiyang Hmong
2537,huk,Hulung
2538,hul,Hula
2539,hum,Hungana
2540,hun,Hungarian
2541,huo,Hu
2542,hup,Hupa
2543,huq,Tsat
2544,hur,Halkomelem
2545,hus,Huastec
2546,hut,Humla
2547,huu,Murui Huitoto
2548,huv,San Mateo Del Mar Huave
2549,huw,Hukumina
2550,hux,Nüpode Huitoto
2551,huy,Hulaulá
2552,huz,Hunzib
2553,hvc,Haitian Vodoun Culture Language
2554,hve,San Dionisio Del Mar Huave
2555,hvk,Haveke
2556,hvn,Sabu
2557,hvv,Santa María Del Mar Huave
2558,hwa,Wané
2559,hwc,Hawai'i Creole English
2560,hwo,Hwana
2561,hya,Hya
2562,hye,Armenian
2563,iai,Iaai
2564,ian,Iatmul
2565,iap,Iapama
2566,iar,Purari
2567,iba,Iban
2568,ibb,Ibibio
2569,ibd,Iwaidja
2570,ibe,Akpes
2571,ibg,Ibanag
2572,ibi,Ibilo
2573,ibl,Ibaloi
2574,ibm,Agoi
2575,ibn,Ibino
2576,ibo,Igbo
2577,ibr,Ibuoro
2578,ibu,Ibu
2579,iby,Ibani
2580,ica,Ede Ica
2581,ich,Etkywan
2582,icl,Icelandic Sign Language
2583,icr,Islander Creole English
2584,ida,Idakho-Isukha-Tiriki
2585,idb,Indo-Portuguese
2586,idc,Idon
2587,idd,Ede Idaca
2588,ide,Idere
2589,idi,Idi
2590,ido,Ido
2591,idr,Indri
2592,ids,Idesa
2593,idt,Idaté
2594,idu,Idoma
2595,ifa,Amganad Ifugao
2596,ifb,Batad Ifugao
2597,ife,Ifè
2598,iff,Ifo
2599,ifk,Tuwali Ifugao
2600,ifm,Teke-Fuumu
2601,ifu,Mayoyao Ifugao
2602,ify,Keley-I Kallahan
2603,igb,Ebira
2604,ige,Igede
2605,igg,Igana
2606,igl,Igala
2607,igm,Kanggape
2608,ign,Ignaciano
2609,igo,Isebe
2610,igs,Interglossa
2611,igw,Igwe
2612,ihb,Iha Based Pidgin
2613,ihi,Ihievbe
2614,ihp,Iha
2615,ihw,Bidhawal
2616,iii,Sichuan Yi
2617,iin,Thiin
2618,ijc,Izon
2619,ije,Biseni
2620,ijj,Ede Ije
2621,ijn,Kalabari
2622,ijo,Ijo languages
2623,ijs,Southeast Ijo
2624,ike,Eastern Canadian Inuktitut
2625,iki,Iko
2626,ikk,Ika
2627,ikl,Ikulu
2628,iko,Olulumo-Ikom
2629,ikp,Ikpeshi
2630,ikr,Ikaranggal
2631,iks,Inuit Sign Language
2632,ikt,Inuinnaqtun
2633,iku,Inuktitut
2634,ikv,Iku-Gora-Ankwa
2635,ikw,Ikwere
2636,ikx,Ik
2637,ikz,Ikizu
2638,ila,Ile Ape
2639,ilb,Ila
2640,ile,Interlingue
2641,ilg,Garig-Ilgar
2642,ili,Ili Turki
2643,ilk,Ilongot
2644,ill,Iranun
2645,ilm,Iranun (Malaysia)
2646,ilo,Iloko
2647,ilp,Iranun (Philippines)
2648,ils,International Sign
2649,ilu,Ili'uun
2650,ilv,Ilue
2651,ilw,Talur
2652,ima,Mala Malasar
2653,ime,Imeraguen
2654,imi,Anamgura
2655,iml,Miluk
2656,imn,Imonda
2657,imo,Imbongu
2658,imr,Imroing
2659,ims,Marsian
2660,imy,Milyan
2661,ina,Interlingua (International Auxiliary Language Association)
2662,inb,Inga
2663,inc,Indic languages
2664,ind,Indonesian
2665,ine,Indo-European languages
2666,ing,Degexit'an
2667,inh,Ingush
2668,inj,Jungle Inga
2669,inl,Indonesian Sign Language
2670,inm,Minaean
2671,inn,Isinai
2672,ino,Inoke-Yate
2673,inp,Iñapari
2674,ins,Indian Sign Language
2675,int,Intha
2676,inz,Ineseño
2677,ior,Inor
2678,iou,Tuma-Irumu
2679,iow,Iowa-Oto
2680,ipi,Ipili
2681,ipk,Inupiaq
2682,ipo,Ipiko
2683,iqu,Iquito
2684,iqw,Ikwo
2685,ira,Iranian languages
2686,ire,Iresim
2687,irh,Irarutu
2688,iri,Irigwe
2689,irk,Iraqw
2690,irn,Irántxe
2691,iro,Iroquoian languages
2692,irr,Ir
2693,iru,Irula
2694,irx,Kamberau
2695,iry,Iraya
2696,isa,Isabi
2697,isc,Isconahua
2698,isd,Isnag
2699,ise,Italian Sign Language
2700,isg,Irish Sign Language
2701,ish,Esan
2702,isi,Nkem-Nkum
2703,isk,Ishkashimi
2704,isl,Icelandic
2705,ism,Masimasi
2706,isn,Isanzu
2707,iso,Isoko
2708,isr,Israeli Sign Language
2709,ist,Istriot
2710,isu,Isu (Menchum Division)
2711,ita,Italian
2712,itb,Binongan Itneg
2713,itd,Southern Tidung
2714,ite,Itene
2715,iti,Inlaod Itneg
2716,itk,Judeo-Italian
2717,itl,Itelmen
2718,itm,Itu Mbon Uzo
2719,ito,Itonama
2720,itr,Iteri
2721,its,Isekiri
2722,itt,Maeng Itneg
2723,itv,Itawit
2724,itw,Ito
2725,itx,Itik
2726,ity,Moyadan Itneg
2727,itz,Itzá
2728,ium,Iu Mien
2729,ivb,Ibatan
2730,ivv,Ivatan
2731,iwk,I-Wak
2732,iwm,Iwam
2733,iwo,Iwur
2734,iws,Sepik Iwam
2735,ixc,Ixcatec
2736,ixl,Ixil
2737,iya,Iyayu
2738,iyo,Mesaka
2739,iyx,Yaka (Congo)
2740,izh,Ingrian
2741,izi,Izi-Ezaa-Ikwo-Mgbo
2742,izr,Izere
2743,izz,Izii
2744,jaa,Jamamadí
2745,jab,Hyam
2746,jac,Popti'
2747,jad,Jahanka
2748,jae,Yabem
2749,jaf,Jara
2750,jah,Jah Hut
2751,jaj,Zazao
2752,jak,Jakun
2753,jal,Yalahatan
2754,jam,Jamaican Creole English
2755,jan,Jandai
2756,jao,Yanyuwa
2757,jaq,Yaqay
2758,jar,Jarawa (Nigeria)
2759,jas,New Caledonian Javanese
2760,jat,Jakati
2761,jau,Yaur
2762,jav,Javanese
2763,jax,Jambi Malay
2764,jay,Yan-nhangu
2765,jaz,Jawe
2766,jbe,Judeo-Berber
2767,jbi,Badjiri
2768,jbj,Arandai
2769,jbk,Barikewa
2770,jbn,Nafusi
2771,jbo,Lojban
2772,jbr,Jofotek-Bromnya
2773,jbt,Jabutí
2774,jbu,Jukun Takum
2775,jbw,Yawijibaya
2776,jcs,Jamaican Country Sign Language
2777,jct,Krymchak
2778,jda,Jad
2779,jdg,Jadgali
2780,jdt,Judeo-Tat
2781,jeb,Jebero
2782,jee,Jerung
2783,jeg,Jeng
2784,jeh,Jeh
2785,jei,Yei
2786,jek,Jeri Kuo
2787,jel,Yelmek
2788,jen,Dza
2789,jer,Jere
2790,jet,Manem
2791,jeu,Jonkor Bourmataguil
2792,jgb,Ngbee
2793,jge,Judeo-Georgian
2794,jgk,Gwak
2795,jgo,Ngomba
2796,jhi,Jehai
2797,jhs,Jhankot Sign Language
2798,jia,Jina
2799,jib,Jibu
2800,jic,Tol
2801,jid,Bu
2802,jie,Jilbe
2803,jig,Djingili
2804,jih,sTodsde
2805,jii,Jiiddu
2806,jil,Jilim
2807,jim,Jimi (Cameroon)
2808,jio,Jiamao
2809,jiq,Guanyinqiao
2810,jit,Jita
2811,jiu,Youle Jinuo
2812,jiv,Shuar
2813,jiy,Buyuan Jinuo
2814,jje,Jejueo
2815,jjr,Bankal
2816,jka,Kaera
2817,jkm,Mobwa Karen
2818,jko,Kubo
2819,jkp,Paku Karen
2820,jkr,Koro (India)
2821,jku,Labir
2822,jle,Ngile
2823,jls,Jamaican Sign Language
2824,jma,Dima
2825,jmb,Zumbun
2826,jmc,Machame
2827,jmd,Yamdena
2828,jmi,Jimi (Nigeria)
2829,jml,Jumli
2830,jmn,Makuri Naga
2831,jmr,Kamara
2832,jms,Mashi (Nigeria)
2833,jmw,Mouwase
2834,jmx,Western Juxtlahuaca Mixtec
2835,jna,Jangshung
2836,jnd,Jandavra
2837,jng,Yangman
2838,jni,Janji
2839,jnj,Yemsa
2840,jnl,Rawat
2841,jns,Jaunsari
2842,job,Joba
2843,jod,Wojenaka
2844,jog,Jogi
2845,jor,Jorá
2846,jos,Jordanian Sign Language
2847,jow,Jowulu
2848,jpa,Jewish Palestinian Aramaic
2849,jpn,Japanese
2850,jpr,Judeo-Persian
2851,jqr,Jaqaru
2852,jra,Jarai
2853,jrb,Judeo-Arabic
2854,jrr,Jiru
2855,jrt,Jorto
2856,jru,Japrería
2857,jsl,Japanese Sign Language
2858,jua,Júma
2859,jub,Wannu
2860,juc,Jurchen
2861,jud,Worodougou
2862,juh,Hõne
2863,jui,Ngadjuri
2864,juk,Wapan
2865,jul,Jirel
2866,jum,Jumjum
2867,jun,Juang
2868,juo,Jiba
2869,jup,Hupdë
2870,jur,Jurúna
2871,jus,Jumla Sign Language
2872,jut,Jutish
2873,juu,Ju
2874,juw,Wãpha
2875,juy,Juray
2876,jvd,Javindo
2877,jvn,Caribbean Javanese
2878,jwi,Jwira-Pepesa
2879,jya,Jiarong
2880,jye,Judeo-Yemeni Arabic
2881,jyy,Jaya
2882,kaa,Kara-Kalpak
2883,kab,Kabyle
2884,kac,Kachin
2885,kad,Adara
2886,kae,Ketangalan
2887,kaf,Katso
2888,kag,Kajaman
2889,kah,Kara (Central African Republic)
2890,kai,Karekare
2891,kaj,Jju
2892,kak,Kalanguya
2893,kal,Kalaallisut
2894,kam,Kamba (Kenya)
2895,kan,Kannada
2896,kao,Xaasongaxango
2897,kap,Bezhta
2898,kaq,Capanahua
2899,kar,Karen languages
2900,kas,Kashmiri
2901,kat,Georgian
2902,kau,Kanuri
2903,kav,Katukína
2904,kaw,Kawi
2905,kax,Kao
2906,kay,Kamayurá
2907,kaz,Kazakh
2908,kba,Kalarko
2909,kbb,Kaxuiâna
2910,kbc,Kadiwéu
2911,kbd,Kabardian
2912,kbe,Kanju
2913,kbf,Kakauhua
2914,kbg,Khamba
2915,kbh,Camsá
2916,kbi,Kaptiau
2917,kbj,Kari
2918,kbk,Grass Koiari
2919,kbl,Kanembu
2920,kbm,Iwal
2921,kbn,Kare (Central African Republic)
2922,kbo,Keliko
2923,kbp,Kabiyè
2924,kbq,Kamano
2925,kbr,Kafa
2926,kbs,Kande
2927,kbt,Abadi
2928,kbu,Kabutra
2929,kbv,Dera (Indonesia)
2930,kbw,Kaiep
2931,kbx,Ap Ma
2932,kby,Manga Kanuri
2933,kbz,Duhwa
2934,kca,Khanty
2935,kcb,Kawacha
2936,kcc,Lubila
2937,kcd,Ngkâlmpw Kanum
2938,kce,Kaivi
2939,kcf,Ukaan
2940,kcg,Tyap
2941,kch,Vono
2942,kci,Kamantan
2943,kcj,Kobiana
2944,kck,Kalanga
2945,kcl,Kela (Papua New Guinea)
2946,kcm,Gula (Central African Republic)
2947,kcn,Nubi
2948,kco,Kinalakna
2949,kcp,Kanga
2950,kcq,Kamo
2951,kcr,Katla
2952,kcs,Koenoem
2953,kct,Kaian
2954,kcu,Kami (Tanzania)
2955,kcv,Kete
2956,kcw,Kabwari
2957,kcx,Kachama-Ganjule
2958,kcy,Korandje
2959,kcz,Konongo
2960,kda,Worimi
2961,kdc,Kutu
2962,kdd,Yankunytjatjara
2963,kde,Makonde
2964,kdf,Mamusi
2965,kdg,Seba
2966,kdh,Tem
2967,kdi,Kumam
2968,kdj,Karamojong
2969,kdk,Numèè
2970,kdl,Tsikimba
2971,kdm,Kagoma
2972,kdn,Kunda
2973,kdp,Kaningdon-Nindem
2974,kdq,Koch
2975,kdr,Karaim
2976,kdt,Kuy
2977,kdu,Kadaru
2978,kdv,Kado
2979,kdw,Koneraw
2980,kdx,Kam
2981,kdy,Keder
2982,kdz,Kwaja
2983,kea,Kabuverdianu
2984,keb,Kélé
2985,kec,Keiga
2986,ked,Kerewe
2987,kee,Eastern Keres
2988,kef,Kpessi
2989,keg,Tese
2990,keh,Keak
2991,kei,Kei
2992,kej,Kadar
2993,kek,Kekchí
2994,kel,Kela (Democratic Republic of Congo)
2995,kem,Kemak
2996,ken,Kenyang
2997,keo,Kakwa
2998,kep,Kaikadi
2999,keq,Kamar
3000,ker,Kera
3001,kes,Kugbo
3002,ket,Ket
3003,keu,Akebu
3004,kev,Kanikkaran
3005,kew,West Kewa
3006,kex,Kukna
3007,key,Kupia
3008,kez,Kukele
3009,kfa,Kodava
3010,kfb,Northwestern Kolami
3011,kfc,Konda-Dora
3012,kfd,Korra Koraga
3013,kfe,Kota (India)
3014,kff,Koya
3015,kfg,Kudiya
3016,kfh,Kurichiya
3017,kfi,Kannada Kurumba
3018,kfj,Kemiehua
3019,kfk,Kinnauri
3020,kfl,Kung
3021,kfm,Khunsari
3022,kfn,Kuk
3023,kfo,Koro (Côte d'Ivoire)
3024,kfp,Korwa
3025,kfq,Korku
3026,kfr,Kachhi
3027,kfs,Bilaspuri
3028,kft,Kanjari
3029,kfu,Katkari
3030,kfv,Kurmukar
3031,kfw,Kharam Naga
3032,kfx,Kullu Pahari
3033,kfy,Kumaoni
3034,kfz,Koromfé
3035,kga,Koyaga
3036,kgb,Kawe
3037,kgc,Kasseng
3038,kgd,Kataang
3039,kge,Komering
3040,kgf,Kube
3041,kgg,Kusunda
3042,kgh,Upper Tanudan Kalinga
3043,kgi,Selangor Sign Language
3044,kgj,Gamale Kham
3045,kgk,Kaiwá
3046,kgl,Kunggari
3047,kgm,Karipúna
3048,kgn,Karingani
3049,kgo,Krongo
3050,kgp,Kaingang
3051,kgq,Kamoro
3052,kgr,Abun
3053,kgs,Kumbainggar
3054,kgt,Somyev
3055,kgu,Kobol
3056,kgv,Karas
3057,kgw,Karon Dori
3058,kgx,Kamaru
3059,kgy,Kyerung
3060,kha,Khasi
3061,khb,Lü
3062,khc,Tukang Besi North
3063,khd,Bädi Kanum
3064,khe,Korowai
3065,khf,Khuen
3066,khg,Khams Tibetan
3067,khh,Kehu
3068,khi,Khoisan languages
3069,khj,Kuturmi
3070,khk,Halh Mongolian
3071,khl,Lusi
3072,khm,Central Khmer
3073,khn,Khandesi
3074,kho,Khotanese
3075,khp,Kapori
3076,khq,Koyra Chiini Songhay
3077,khr,Kharia
3078,khs,Kasua
3079,kht,Khamti
3080,khu,Nkhumbi
3081,khv,Khvarshi
3082,khw,Khowar
3083,khx,Kanu
3084,khy,Kele (Democratic Republic of Congo)
3085,khz,Keapara
3086,kia,Kim
3087,kib,Koalib
3088,kic,Kickapoo
3089,kid,Koshin
3090,kie,Kibet
3091,kif,Eastern Parbate Kham
3092,kig,Kimaama
3093,kih,Kilmeri
3094,kii,Kitsai
3095,kij,Kilivila
3096,kik,Kikuyu
3097,kil,Kariya
3098,kim,Karagas
3099,kin,Kinyarwanda
3100,kio,Kiowa
3101,kip,Sheshi Kham
3102,kiq,Kosadle
3103,kir,Kirghiz
3104,kis,Kis
3105,kit,Agob
3106,kiu,Kirmanjki (individual language)
3107,kiv,Kimbu
3108,kiw,Northeast Kiwai
3109,kix,Khiamniungan Naga
3110,kiy,Kirikiri
3111,kiz,Kisi
3112,kja,Mlap
3113,kjb,Q'anjob'al
3114,kjc,Coastal Konjo
3115,kjd,Southern Kiwai
3116,kje,Kisar
3117,kjf,Khalaj
3118,kjg,Khmu
3119,kjh,Khakas
3120,kji,Zabana
3121,kjj,Khinalugh
3122,kjk,Highland Konjo
3123,kjl,Western Parbate Kham
3124,kjm,Kháng
3125,kjn,Kunjen
3126,kjo,Harijan Kinnauri
3127,kjp,Pwo Eastern Karen
3128,kjq,Western Keres
3129,kjr,Kurudu
3130,kjs,East Kewa
3131,kjt,Phrae Pwo Karen
3132,kju,Kashaya
3133,kjv,Kaikavian Literary Language
3134,kjx,Ramopa
3135,kjy,Erave
3136,kjz,Bumthangkha
3137,kka,Kakanda
3138,kkb,Kwerisa
3139,kkc,Odoodee
3140,kkd,Kinuku
3141,kke,Kakabe
3142,kkf,Kalaktang Monpa
3143,kkg,Mabaka Valley Kalinga
3144,kkh,Khün
3145,kki,Kagulu
3146,kkj,Kako
3147,kkk,Kokota
3148,kkl,Kosarek Yale
3149,kkm,Kiong
3150,kkn,Kon Keu
3151,kko,Karko
3152,kkp,Gugubera
3153,kkq,Kaiku
3154,kkr,Kir-Balar
3155,kks,Giiwo
3156,kkt,Koi
3157,kku,Tumi
3158,kkv,Kangean
3159,kkw,Teke-Kukuya
3160,kkx,Kohin
3161,kky,Guguyimidjir
3162,kkz,Kaska
3163,kla,Klamath-Modoc
3164,klb,Kiliwa
3165,klc,Kolbila
3166,kld,Gamilaraay
3167,kle,Kulung (Nepal)
3168,klf,Kendeje
3169,klg,Tagakaulo
3170,klh,Weliki
3171,kli,Kalumpang
3172,klj,Turkic Khalaj
3173,klk,Kono (Nigeria)
3174,kll,Kagan Kalagan
3175,klm,Migum
3176,kln,Kalenjin
3177,klo,Kapya
3178,klp,Kamasa
3179,klq,Rumu
3180,klr,Khaling
3181,kls,Kalasha
3182,klt,Nukna
3183,klu,Klao
3184,klv,Maskelynes
3185,klw,Lindu
3186,klx,Koluwawa
3187,kly,Kalao
3188,klz,Kabola
3189,kma,Konni
3190,kmb,Kimbundu
3191,kmc,Southern Dong
3192,kmd,Majukayang Kalinga
3193,kme,Bakole
3194,kmf,Kare (Papua New Guinea)
3195,kmg,Kâte
3196,kmh,Kalam
3197,kmi,Kami (Nigeria)
3198,kmj,Kumarbhag Paharia
3199,kmk,Limos Kalinga
3200,kml,Tanudan Kalinga
3201,kmm,Kom (India)
3202,kmn,Awtuw
3203,kmo,Kwoma
3204,kmp,Gimme
3205,kmq,Kwama
3206,kmr,Northern Kurdish
3207,kms,Kamasau
3208,kmt,Kemtuik
3209,kmu,Kanite
3210,kmv,Karipúna Creole French
3211,kmw,Komo (Democratic Republic of Congo)
3212,kmx,Waboda
3213,kmy,Koma
3214,kmz,Khorasani Turkish
3215,kna,Dera (Nigeria)
3216,knb,Lubuagan Kalinga
3217,knc,Central Kanuri
3218,knd,Konda
3219,kne,Kankanaey
3220,knf,Mankanya
3221,kng,Koongo
3222,kni,Kanufi
3223,knj,Western Kanjobal
3224,knk,Kuranko
3225,knl,Keninjal
3226,knm,Kanamarí
3227,knn,Konkani (individual language)
3228,kno,Kono (Sierra Leone)
3229,knp,Kwanja
3230,knq,Kintaq
3231,knr,Kaningra
3232,kns,Kensiu
3233,knt,Panoan Katukína
3234,knu,Kono (Guinea)
3235,knv,Tabo
3236,knw,Kung-Ekoka
3237,knx,Kendayan
3238,kny,Kanyok
3239,knz,Kalamsé
3240,koa,Konomala
3241,koc,Kpati
3242,kod,Kodi
3243,koe,Kacipo-Balesi
