,0,3
4302,mqk,Rajah Kabunsuwan Manobo
4303,mql,Mbelime
4304,mqm,South Marquesan
4305,mqn,Moronene
4306,mqo,Modole
4307,mqp,Manipa
4308,mqq,Minokok
4309,mqr,Mander
4310,mqs,West Makian
4311,mqt,Mok
4312,mqu,Mandari
4313,mqv,Mosimo
4314,mqw,Murupi
4315,mqx,Mamuju
4316,mqy,Manggarai
4317,mqz,Pano
4318,mra,Mlabri
4319,mrb,Marino
4320,mrc,Maricopa
4321,mrd,Western Magar
4322,mre,Martha's Vineyard Sign Language
4323,mrf,Elseng
4324,mrg,Mising
4325,mrh,Mara Chin
4326,mri,Maori
4327,mrj,Western Mari
4328,mrk,Hmwaveke
4329,mrl,Mortlockese
4330,mrm,Merlav
4331,mrn,Cheke Holo
4332,mro,Mru
4333,mrp,Morouas
4334,mrq,North Marquesan
4335,mrr,Maria (India)
4336,mrs,Maragus
4337,mrt,Marghi Central
4338,mru,Mono (Cameroon)
4339,mrv,Mangareva
4340,mrw,Maranao
4341,mrx,Maremgi
4342,mry,Mandaya
4343,mrz,Marind
4344,msa,Malay (macrolanguage)
4345,msb,Masbatenyo
4346,msc,Sankaran Maninka
4347,msd,Yucatec Maya Sign Language
4348,mse,Musey
4349,msf,Mekwei
4350,msg,Moraid
4351,msh,Masikoro Malagasy
4352,msi,Sabah Malay
4353,msj,Ma (Democratic Republic of Congo)
4354,msk,Mansaka
4355,msl,Molof
4356,msm,Agusan Manobo
4357,msn,Vurës
4358,mso,Mombum
4359,msp,Maritsauá
4360,msq,Caac
4361,msr,Mongolian Sign Language
4362,mss,West Masela
4363,msu,Musom
4364,msv,Maslam
4365,msw,Mansoanka
4366,msx,Moresada
4367,msy,Aruamu
4368,msz,Momare
4369,mta,Cotabato Manobo
4370,mtb,Anyin Morofo
4371,mtc,Munit
4372,mtd,Mualang
4373,mte,Mono (Solomon Islands)
4374,mtf,Murik (Papua New Guinea)
4375,mtg,Una
4376,mth,Munggui
4377,mti,Maiwa (Papua New Guinea)
4378,mtj,Moskona
4379,mtk,Mbe'
4380,mtl,Montol
4381,mtm,Mator
4382,mtn,Matagalpa
4383,mto,Totontepec Mixe
4384,mtp,Wichí Lhamtés Nocten
4385,mtq,Muong
4386,mtr,Mewari
4387,mts,Yora
4388,mtt,Mota
4389,mtu,Tututepec Mixtec
4390,mtv,Asaro'o
4391,mtw,Southern Binukidnon
4392,mtx,Tidaá Mixtec
4393,mty,Nabi
4394,mua,Mundang
4395,mub,Mubi
4396,muc,Ajumbu
4397,mud,Mednyj Aleut
4398,mue,Media Lengua
4399,mug,Musgu
4400,muh,Mündü
4401,mui,Musi
4402,muj,Mabire
4403,muk,Mugom
4404,mum,Maiwala
4405,mun,Munda languages
4406,muo,Nyong
4407,mup,Malvi
4408,muq,Eastern Xiangxi Miao
4409,mur,Murle
4410,mus,Creek
4411,mut,Western Muria
4412,muu,Yaaku
4413,muv,Muthuvan
4414,mux,Bo-Ung
4415,muy,Muyang
4416,muz,Mursi
4417,mva,Manam
4418,mvb,Mattole
4419,mvd,Mamboru
4420,mve,Marwari (Pakistan)
4421,mvf,Peripheral Mongolian
4422,mvg,Yucuañe Mixtec
4423,mvh,Mulgi
4424,mvi,Miyako
4425,mvk,Mekmek
4426,mvl,Mbara (Australia)
4427,mvm,Muya
4428,mvn,Minaveha
4429,mvo,Marovo
4430,mvp,Duri
4431,mvq,Moere
4432,mvr,Marau
4433,mvs,Massep
4434,mvt,Mpotovoro
4435,mvu,Marfa
4436,mvv,Tagal Murut
4437,mvw,Machinga
4438,mvx,Meoswar
4439,mvy,Indus Kohistani
4440,mvz,Mesqan
4441,mwa,Mwatebu
4442,mwb,Juwal
4443,mwc,Are
4444,mwd,Mudbura
4445,mwe,Mwera (Chimwera)
4446,mwf,Murrinh-Patha
4447,mwg,Aiklep
4448,mwh,Mouk-Aria
4449,mwi,Labo
4450,mwj,Maligo
4451,mwk,Kita Maninkakan
4452,mwl,Mirandese
4453,mwm,Sar
4454,mwn,Nyamwanga
4455,mwo,Central Maewo
4456,mwp,Kala Lagaw Ya
4457,mwq,Mün Chin
4458,mwr,Marwari
4459,mws,Mwimbi-Muthambi
4460,mwt,Moken
4461,mwu,Mittu
4462,mwv,Mentawai
4463,mww,Hmong Daw
4464,mwx,Mediak
4465,mwy,Mosiro
4466,mwz,Moingi
4467,mxa,Northwest Oaxaca Mixtec
4468,mxb,Tezoatlán Mixtec
4469,mxc,Manyika
4470,mxd,Modang
4471,mxe,Mele-Fila
4472,mxf,Malgbe
4473,mxg,Mbangala
4474,mxh,Mvuba
4475,mxi,Mozarabic
4476,mxj,Miju-Mishmi
4477,mxk,Monumbo
4478,mxl,Maxi Gbe
4479,mxm,Meramera
4480,mxn,Moi (Indonesia)
4481,mxo,Mbowe
4482,mxp,Tlahuitoltepec Mixe
4483,mxq,Juquila Mixe
4484,mxr,Murik (Malaysia)
4485,mxs,Huitepec Mixtec
4486,mxt,Jamiltepec Mixtec
4487,mxu,Mada (Cameroon)
4488,mxv,Metlatónoc Mixtec
4489,mxw,Namo
4490,mxx,Mahou
4491,mxy,Southeastern Nochixtlán Mixtec
4492,mxz,Central Masela
4493,mya,Burmese
4494,myb,Mbay
4495,myc,Mayeka
4496,myd,Maramba
4497,mye,Myene
4498,myf,Bambassi
4499,myg,Manta
4500,myh,Makah
4501,myi,Mina (India)
4502,myj,Mangayat
4503,myk,Mamara Senoufo
4504,myl,Moma
4505,mym,Me'en
4506,myn,Mayan languages
4507,myo,Anfillo
4508,myp,Pirahã
4509,myq,Forest Maninka
4510,myr,Muniche
4511,mys,Mesmes
4512,myu,Mundurukú
4513,myv,Erzya
4514,myw,Muyuw
4515,myx,Masaaba
4516,myy,Macuna
4517,myz,Classical Mandaic
4518,mza,Santa María Zacatepec Mixtec
4519,mzb,Tumzabt
4520,mzc,Madagascar Sign Language
4521,mzd,Malimba
4522,mze,Morawa
4523,mzg,Monastic Sign Language
4524,mzh,Wichí Lhamtés Güisnay
4525,mzi,Ixcatlán Mazatec
4526,mzj,Manya
4527,mzk,Nigeria Mambila
4528,mzl,Mazatlán Mixe
4529,mzm,Mumuye
4530,mzn,Mazanderani
4531,mzo,Matipuhy
4532,mzp,Movima
4533,mzq,Mori Atas
4534,mzr,Marúbo
4535,mzs,Macanese
4536,mzt,Mintil
4537,mzu,Inapang
4538,mzv,Manza
4539,mzw,Deg
4540,mzx,Mawayana
4541,mzy,Mozambican Sign Language
4542,mzz,Maiadomu
4543,naa,Namla
4544,nab,Southern Nambikuára
4545,nac,Narak
4546,nad,Nijadali
4547,nae,Naka'ela
4548,naf,Nabak
4549,nag,Naga Pidgin
4550,nah,Nahuatl languages
4551,nai,North American Indian languages
4552,naj,Nalu
4553,nak,Nakanai
4554,nal,Nalik
4555,nam,Ngan'gityemerri
4556,nan,Min Nan Chinese
4557,nao,Naaba
4558,nap,Neapolitan
4559,naq,Khoekhoe
4560,nar,Iguta
4561,nas,Naasioi
4562,nat,Ca̱hungwa̱rya̱
4563,nau,Nauru
4564,nav,Navajo
4565,naw,Nawuri
4566,nax,Nakwi
4567,nay,Narrinyeri
4568,naz,Coatepec Nahuatl
4569,nba,Nyemba
4570,nbb,Ndoe
4571,nbc,Chang Naga
4572,nbd,Ngbinda
4573,nbe,Konyak Naga
4574,nbf,Naxi
4575,nbg,Nagarchal
4576,nbh,Ngamo
4577,nbi,Mao Naga
4578,nbj,Ngarinman
4579,nbk,Nake
4580,nbl,South Ndebele
4581,nbm,Ngbaka Ma'bo
4582,nbn,Kuri
4583,nbo,Nkukoli
4584,nbp,Nnam
4585,nbq,Nggem
4586,nbr,Numana-Nunku-Gbantu-Numbu
4587,nbs,Namibian Sign Language
4588,nbt,Na
4589,nbu,Rongmei Naga
4590,nbv,Ngamambo
4591,nbw,Southern Ngbandi
4592,nbx,Ngura
4593,nby,Ningera
4594,nca,Iyo
4595,ncb,Central Nicobarese
4596,ncc,Ponam
4597,ncd,Nachering
4598,nce,Yale
4599,ncf,Notsi
4600,ncg,Nisga'a
4601,nch,Central Huasteca Nahuatl
4602,nci,Classical Nahuatl
4603,ncj,Northern Puebla Nahuatl
4604,nck,Nakara
4605,ncl,Michoacán Nahuatl
4606,ncm,Nambo
4607,ncn,Nauna
4608,nco,Sibe
4609,ncp,Ndaktup
4610,ncr,Ncane
4611,ncs,Nicaraguan Sign Language
4612,nct,Chothe Naga
4613,ncu,Chumburung
4614,ncx,Central Puebla Nahuatl
4615,ncz,Natchez
4616,nda,Ndasa
4617,ndb,Kenswei Nsei
4618,ndc,Ndau
4619,ndd,Nde-Nsele-Nta
4620,nde,North Ndebele
4621,ndf,Nadruvian
4622,ndg,Ndengereko
4623,ndh,Ndali
4624,ndi,Samba Leko
4625,ndj,Ndamba
4626,ndk,Ndaka
4627,ndl,Ndolo
4628,ndm,Ndam
4629,ndn,Ngundi
4630,ndo,Ndonga
4631,ndp,Ndo
4632,ndq,Ndombe
4633,ndr,Ndoola
4634,nds,Low German
4635,ndt,Ndunga
4636,ndu,Dugun
4637,ndv,Ndut
4638,ndw,Ndobo
4639,ndx,Nduga
4640,ndy,Lutos
4641,ndz,Ndogo
4642,nea,Eastern Ngad'a
4643,neb,Toura (Côte d'Ivoire)
4644,nec,Nedebang
4645,ned,Nde-Gbite
4646,nee,Nêlêmwa-Nixumwak
4647,nef,Nefamese
4648,neg,Negidal
4649,neh,Nyenkha
4650,nei,Neo-Hittite
4651,nej,Neko
4652,nek,Neku
4653,nem,Nemi
4654,nen,Nengone
4655,neo,Ná-Meo
4656,nep,Nepali (macrolanguage)
4657,neq,North Central Mixe
4658,ner,Yahadian
4659,nes,Bhoti Kinnauri
4660,net,Nete
4661,neu,Neo
4662,nev,Nyaheun
4663,new,Newari
4664,nex,Neme
4665,ney,Neyo
4666,nez,Nez Perce
4667,nfa,Dhao
4668,nfd,Ahwai
4669,nfl,Ayiwo
4670,nfr,Nafaanra
4671,nfu,Mfumte
4672,nga,Ngbaka
4673,ngb,Northern Ngbandi
4674,ngc,Ngombe (Democratic Republic of Congo)
4675,ngd,Ngando (Central African Republic)
4676,nge,Ngemba
4677,ngg,Ngbaka Manza
4678,ngh,N/u
4679,ngi,Ngizim
4680,ngj,Ngie
4681,ngk,Dalabon
4682,ngl,Lomwe
4683,ngm,Ngatik Men's Creole
4684,ngn,Ngwo
4685,ngo,Ngoni
4686,ngp,Ngulu
4687,ngq,Ngurimi
4688,ngr,Engdewu
4689,ngs,Gvoko
4690,ngt,Ngeq
4691,ngu,Guerrero Nahuatl
4692,ngv,Nagumi
4693,ngw,Ngwaba
4694,ngx,Nggwahyi
4695,ngy,Tibea
4696,ngz,Ngungwel
4697,nha,Nhanda
4698,nhb,Beng
4699,nhc,Tabasco Nahuatl
4700,nhd,Chiripá
4701,nhe,Eastern Huasteca Nahuatl
4702,nhf,Nhuwala
4703,nhg,Tetelcingo Nahuatl
4704,nhh,Nahari
4705,nhi,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
4706,nhk,Isthmus-Cosoleacaque Nahuatl
4707,nhm,Morelos Nahuatl
4708,nhn,Central Nahuatl
4709,nho,Takuu
4710,nhp,Isthmus-Pajapan Nahuatl
4711,nhq,Huaxcaleca Nahuatl
4712,nhr,Naro
4713,nht,Ometepec Nahuatl
4714,nhu,Noone
4715,nhv,Temascaltepec Nahuatl
4716,nhw,Western Huasteca Nahuatl
4717,nhx,Isthmus-Mecayapan Nahuatl
4718,nhy,Northern Oaxaca Nahuatl
4719,nhz,Santa María La Alta Nahuatl
4720,nia,Nias
4721,nib,Nakame
4722,nic,Niger-Kordofanian languages
4723,nid,Ngandi
4724,nie,Niellim
4725,nif,Nek
4726,nig,Ngalakan
4727,nih,Nyiha (Tanzania)
4728,nii,Nii
4729,nij,Ngaju
4730,nik,Southern Nicobarese
4731,nil,Nila
4732,nim,Nilamba
4733,nin,Ninzo
4734,nio,Nganasan
4735,niq,Nandi
4736,nir,Nimboran
4737,nis,Nimi
4738,nit,Southeastern Kolami
4739,niu,Niuean
4740,niv,Gilyak
4741,niw,Nimo
4742,nix,Hema
4743,niy,Ngiti
4744,niz,Ningil
4745,nja,Nzanyi
4746,njb,Nocte Naga
4747,njd,Ndonde Hamba
4748,njh,Lotha Naga
4749,nji,Gudanji
4750,njj,Njen
4751,njl,Njalgulgule
4752,njm,Angami Naga
4753,njn,Liangmai Naga
4754,njo,Ao Naga
4755,njr,Njerep
4756,njs,Nisa
4757,njt,Ndyuka-Trio Pidgin
4758,nju,Ngadjunmaya
4759,njx,Kunyi
4760,njy,Njyem
4761,njz,Nyishi
4762,nka,Nkoya
4763,nkb,Khoibu Naga
4764,nkc,Nkongho
4765,nkd,Koireng
4766,nke,Duke
4767,nkf,Inpui Naga
4768,nkg,Nekgini
4769,nkh,Khezha Naga
4770,nki,Thangal Naga
4771,nkj,Nakai
4772,nkk,Nokuku
4773,nkm,Namat
4774,nkn,Nkangala
4775,nko,Nkonya
4776,nkp,Niuatoputapu
4777,nkq,Nkami
4778,nkr,Nukuoro
4779,nks,North Asmat
4780,nkt,Nyika (Tanzania)
4781,nku,Bouna Kulango
4782,nkv,Nyika (Malawi and Zambia)
4783,nkw,Nkutu
4784,nkx,Nkoroo
4785,nkz,Nkari
4786,nla,Ngombale
4787,nlc,Nalca
4788,nld,Dutch
4789,nle,East Nyala
4790,nlg,Gela
4791,nli,Grangali
4792,nlj,Nyali
4793,nlk,Ninia Yali
4794,nll,Nihali
4795,nln,Durango Nahuatl
4796,nlo,Ngul
4797,nlq,Lao Naga
4798,nlr,Ngarla
4799,nlu,Nchumbulu
4800,nlv,Orizaba Nahuatl
4801,nlw,Walangama
4802,nlx,Nahali
4803,nly,Nyamal
4804,nlz,Nalögo
4805,nma,Maram Naga
4806,nmb,Big Nambas
4807,nmc,Ngam
4808,nmd,Ndumu
4809,nme,Mzieme Naga
4810,nmf,Tangkhul Naga (India)
4811,nmg,Kwasio
4812,nmh,Monsang Naga
4813,nmi,Nyam
4814,nmj,Ngombe (Central African Republic)
4815,nmk,Namakura
4816,nml,Ndemli
4817,nmm,Manangba
4818,nmn,!Xóõ
4819,nmo,Moyon Naga
4820,nmp,Nimanbur
4821,nmq,Nambya
4822,nmr,Nimbari
4823,nms,Letemboi
4824,nmt,Namonuito
4825,nmu,Northeast Maidu
4826,nmv,Ngamini
4827,nmw,Nimoa
4828,nmx,Nama (Papua New Guinea)
4829,nmy,Namuyi
4830,nmz,Nawdm
4831,nna,Nyangumarta
4832,nnb,Nande
4833,nnc,Nancere
4834,nnd,West Ambae
4835,nne,Ngandyera
4836,nnf,Ngaing
4837,nng,Maring Naga
4838,nnh,Ngiemboon
4839,nni,North Nuaulu
4840,nnj,Nyangatom
4841,nnk,Nankina
4842,nnl,Northern Rengma Naga
4843,nnm,Namia
4844,nnn,Ngete
4845,nno,Norwegian Nynorsk
4846,nnp,Wancho Naga
4847,nnq,Ngindo
4848,nnr,Narungga
4849,nns,Ningye
4850,nnt,Nanticoke
4851,nnu,Dwang
4852,nnv,Nugunu (Australia)
4853,nnw,Southern Nuni
4854,nnx,Ngong
4855,nny,Nyangga
4856,nnz,Nda'nda'
4857,noa,Woun Meu
4858,nob,Norwegian Bokmål
4859,noc,Nuk
4860,nod,Northern Thai
4861,noe,Nimadi
4862,nof,Nomane
4863,nog,Nogai
4864,noh,Nomu
4865,noi,Noiri
4866,noj,Nonuya
4867,nok,Nooksack
4868,nol,Nomlaki
4869,nom,Nocamán
4870,non,Old Norse
4871,noo,Nootka
4872,nop,Numanggang
4873,noq,Ngongo
4874,nor,Norwegian
4875,nos,Eastern Nisu
4876,not,Nomatsiguenga
4877,nou,Ewage-Notu
4878,nov,Novial
4879,now,Nyambo
4880,noy,Noy
4881,noz,Nayi
4882,npa,Nar Phu
4883,npb,Nupbikha
4884,npg,Ponyo-Gongwang Naga
4885,nph,Phom Naga
4886,npi,Nepali (individual language)
4887,npl,Southeastern Puebla Nahuatl
4888,npn,Mondropolon
4889,npo,Pochuri Naga
4890,nps,Nipsan
4891,npu,Puimei Naga
4892,npy,Napu
4893,nqg,Southern Nago
4894,nqk,Kura Ede Nago
4895,nqm,Ndom
4896,nqn,Nen
4897,nqo,N'Ko
4898,nqq,Kyan-Karyaw Naga
4899,nqy,Akyaung Ari Naga
4900,nra,Ngom
4901,nrb,Nara
4902,nrc,Noric
4903,nre,Southern Rengma Naga
4904,nrf,Jèrriais
4905,nrg,Narango
4906,nri,Chokri Naga
4907,nrk,Ngarla
4908,nrl,Ngarluma
4909,nrm,Narom
4910,nrn,Norn
4911,nrp,North Picene
4912,nrr,Norra
4913,nrt,Northern Kalapuya
4914,nru,Narua
4915,nrx,Ngurmbur
4916,nrz,Lala
4917,nsa,Sangtam Naga
4918,nsc,Nshi
4919,nsd,Southern Nisu
4920,nse,Nsenga
4921,nsf,Northwestern Nisu
4922,nsg,Ngasa
4923,nsh,Ngoshie
4924,nsi,Nigerian Sign Language
4925,nsk,Naskapi
4926,nsl,Norwegian Sign Language
4927,nsm,Sumi Naga
4928,nsn,Nehan
4929,nso,Pedi
4930,nsp,Nepalese Sign Language
4931,nsq,Northern Sierra Miwok
4932,nsr,Maritime Sign Language
4933,nss,Nali
4934,nst,Tase Naga
4935,nsu,Sierra Negra Nahuatl
4936,nsv,Southwestern Nisu
4937,nsw,Navut
4938,nsx,Nsongo
4939,nsy,Nasal
4940,nsz,Nisenan
4941,ntd,Northern Tidung
4942,nte,Nathembo
4943,ntg,Ngantangarra
4944,nti,Natioro
4945,ntj,Ngaanyatjarra
4946,ntk,Ikoma-Nata-Isenye
4947,ntm,Nateni
4948,nto,Ntomba
4949,ntp,Northern Tepehuan
4950,ntr,Delo
4951,nts,Natagaimas
4952,ntu,Natügu
4953,ntw,Nottoway
4954,ntx,Tangkhul Naga (Myanmar)
4955,nty,Mantsi
4956,ntz,Natanzi
4957,nua,Yuanga
4958,nub,Nubian languages
4959,nuc,Nukuini
4960,nud,Ngala
4961,nue,Ngundu
4962,nuf,Nusu
4963,nug,Nungali
4964,nuh,Ndunda
4965,nui,Ngumbi
4966,nuj,Nyole
4967,nuk,Nuu-chah-nulth
4968,nul,Nusa Laut
4969,num,Niuafo'ou
4970,nun,Anong
4971,nuo,Nguôn
4972,nup,Nupe-Nupe-Tako
4973,nuq,Nukumanu
4974,nur,Nukuria
4975,nus,Nuer
4976,nut,Nung (Viet Nam)
4977,nuu,Ngbundu
4978,nuv,Northern Nuni
4979,nuw,Nguluwan
4980,nux,Mehek
4981,nuy,Nunggubuyu
4982,nuz,Tlamacazapa Nahuatl
4983,nvh,Nasarian
4984,nvm,Namiae
4985,nvo,Nyokon
4986,nwa,Nawathinehena
4987,nwb,Nyabwa
4988,nwc,Classical Newari
4989,nwe,Ngwe
4990,nwg,Ngayawung
4991,nwi,Southwest Tanna
4992,nwm,Nyamusa-Molo
4993,nwo,Nauo
4994,nwr,Nawaru
4995,nwx,Middle Newar
4996,nwy,Nottoway-Meherrin
4997,nxa,Nauete
4998,nxd,Ngando (Democratic Republic of Congo)
4999,nxe,Nage
5000,nxg,Ngad'a
5001,nxi,Nindi
5002,nxk,Koki Naga
5003,nxl,South Nuaulu
5004,nxm,Numidian
5005,nxn,Ngawun
5006,nxo,Ndambomo
5007,nxq,Naxi
5008,nxr,Ninggerum
5009,nxu,Narau
5010,nxx,Nafri
5011,nya,Nyanja
5012,nyb,Nyangbo
5013,nyc,Nyanga-li
5014,nyd,Nyore
5015,nye,Nyengo
5016,nyf,Giryama
5017,nyg,Nyindu
5018,nyh,Nyigina
5019,nyi,Ama (Sudan)
5020,nyj,Nyanga
5021,nyk,Nyaneka
5022,nyl,Nyeu
5023,nym,Nyamwezi
5024,nyn,Nyankole
5025,nyo,Nyoro
5026,nyp,Nyang'i
5027,nyq,Nayini
5028,nyr,Nyiha (Malawi)
5029,nys,Nyunga
5030,nyt,Nyawaygi
5031,nyu,Nyungwe
5032,nyv,Nyulnyul
5033,nyw,Nyaw
5034,nyx,Nganyaywana
5035,nyy,Nyakyusa-Ngonde
5036,nza,Tigon Mbembe
5037,nzb,Njebi
5038,nzi,Nzima
5039,nzk,Nzakara
5040,nzm,Zeme Naga
5041,nzs,New Zealand Sign Language
5042,nzu,Teke-Nzikou
5043,nzy,Nzakambay
5044,nzz,Nanga Dama Dogon
5045,oaa,Orok
5046,oac,Oroch
5047,oar,Old Aramaic (up to 700 BCE)
5048,oav,Old Avar
5049,obi,Obispeño
5050,obk,Southern Bontok
5051,obl,Oblo
5052,obm,Moabite
5053,obo,Obo Manobo
5054,obr,Old Burmese
5055,obt,Old Breton
5056,obu,Obulom
5057,oca,Ocaina
5058,och,Old Chinese
5059,oci,Occitan (post 1500)
5060,oco,Old Cornish
5061,ocu,Atzingo Matlatzinca
5062,oda,Odut
5063,odk,Od
5064,odt,Old Dutch
5065,odu,Odual
5066,ofo,Ofo
5067,ofs,Old Frisian
5068,ofu,Efutop
5069,ogb,Ogbia
5070,ogc,Ogbah
5071,oge,Old Georgian
5072,ogg,Ogbogolo
5073,ogo,Khana
5074,ogu,Ogbronuagum
5075,oht,Old Hittite
5076,ohu,Old Hungarian
5077,oia,Oirata
5078,oin,Inebu One
5079,ojb,Northwestern Ojibwa
5080,ojc,Central Ojibwa
5081,ojg,Eastern Ojibwa
5082,oji,Ojibwa
5083,ojp,Old Japanese
5084,ojs,Severn Ojibwa
5085,ojv,Ontong Java
5086,ojw,Western Ojibwa
5087,oka,Okanagan
5088,okb,Okobo
5089,okd,Okodia
5090,oke,Okpe (Southwestern Edo)
5091,okg,Koko Babangk
5092,okh,Koresh-e Rostam
5093,oki,Okiek
5094,okj,Oko-Juwoi
5095,okk,Kwamtim One
5096,okl,Old Kentish Sign Language
5097,okm,Middle Korean (10th-16th cent.)
5098,okn,Oki-No-Erabu
5099,oko,Old Korean (3rd-9th cent.)
5100,okr,Kirike
5101,oks,Oko-Eni-Osayen
5102,oku,Oku
5103,okv,Orokaiva
5104,okx,Okpe (Northwestern Edo)
5105,ola,Walungge
5106,old,Mochi
5107,ole,Olekha
5108,olk,Olkol
5109,olm,Oloma
5110,olo,Livvi
5111,olr,Olrat
5112,olt,Old Lithuanian
5113,olu,Kuvale
5114,oma,Omaha-Ponca
5115,omb,East Ambae
5116,omc,Mochica
5117,ome,Omejes
5118,omg,Omagua
5119,omi,Omi
5120,omk,Omok
5121,oml,Ombo
5122,omn,Minoan
5123,omo,Utarmbung
5124,omp,Old Manipuri
5125,omr,Old Marathi
5126,omt,Omotik
5127,omu,Omurano
5128,omw,South Tairora
5129,omx,Old Mon
5130,ona,Ona
5131,onb,Lingao
5132,one,Oneida
5133,ong,Olo
5134,oni,Onin
5135,onj,Onjob
5136,onk,Kabore One
5137,onn,Onobasulu
5138,ono,Onondaga
5139,onp,Sartang
5140,onr,Northern One
5141,ons,Ono
5142,ont,Ontenu
5143,onu,Unua
5144,onw,Old Nubian
5145,onx,Onin Based Pidgin
5146,ood,Tohono O'odham
5147,oog,Ong
5148,oon,Önge
5149,oor,Oorlams
5150,oos,Old Ossetic
5151,opa,Okpamheri
5152,opk,Kopkaka
5153,opm,Oksapmin
5154,opo,Opao
5155,opt,Opata
5156,opy,Ofayé
5157,ora,Oroha
5158,orc,Orma
5159,ore,Orejón
5160,org,Oring
5161,orh,Oroqen
5162,ori,Oriya (macrolanguage)
5163,orm,Oromo
5164,orn,Orang Kanaq
5165,oro,Orokolo
5166,orr,Oruma
5167,ors,Orang Seletar
5168,ort,Adivasi Oriya
5169,oru,Ormuri
5170,orv,Old Russian
5171,orw,Oro Win
5172,orx,Oro
5173,ory,Odia
5174,orz,Ormu
5175,osa,Osage
5176,osc,Oscan
5177,osi,Osing
5178,oso,Ososo
5179,osp,Old Spanish
5180,oss,Ossetian
5181,ost,Osatu
5182,osu,Southern One
5183,osx,Old Saxon
5184,ota,Ottoman Turkish (1500-1928)
5185,otb,Old Tibetan
5186,otd,Ot Danum
5187,ote,Mezquital Otomi
5188,oti,Oti
5189,otk,Old Turkish
5190,otl,Tilapa Otomi
5191,otm,Eastern Highland Otomi
5192,otn,Tenango Otomi
5193,oto,Otomian languages
5194,otq,Querétaro Otomi
5195,otr,Otoro
5196,ots,Estado de México Otomi
5197,ott,Temoaya Otomi
5198,otu,Otuke
5199,otw,Ottawa
5200,otx,Texcatepec Otomi
5201,oty,Old Tamil
5202,otz,Ixtenco Otomi
5203,oua,Tagargrent
5204,oub,Glio-Oubi
5205,oue,Oune
5206,oui,Old Uighur
5207,oum,Ouma
5208,oun,!O!ung
5209,ovd,Övdalian
5210,owi,Owiniga
5211,owl,Old Welsh
5212,oyb,Oy
5213,oyd,Oyda
5214,oym,Wayampi
5215,oyy,Oya'oya
5216,ozm,Koonzime
5217,paa,Papuan languages
5218,pab,Parecís
5219,pac,Pacoh
5220,pad,Paumarí
5221,pae,Pagibete
5222,paf,Paranawát
5223,pag,Pangasinan
5224,pah,Tenharim
5225,pai,Pe
5226,pak,Parakanã
5227,pal,Pahlavi
5228,pam,Pampanga
5229,pan,Panjabi
5230,pao,Northern Paiute
5231,pap,Papiamento
5232,paq,Parya
5233,par,Panamint
5234,pas,Papasena
5235,pat,Papitalai
5236,pau,Palauan
5237,pav,Pakaásnovos
5238,paw,Pawnee
5239,pax,Pankararé
5240,pay,Pech
5241,paz,Pankararú
5242,pbb,Páez
5243,pbc,Patamona
5244,pbe,Mezontla Popoloca
5245,pbf,Coyotepec Popoloca
5246,pbg,Paraujano
5247,pbh,E'ñapa Woromaipu
5248,pbi,Parkwa
5249,pbl,Mak (Nigeria)
5250,pbn,Kpasam
5251,pbo,Papel
5252,pbp,Badyara
5253,pbr,Pangwa
5254,pbs,Central Pame
5255,pbt,Southern Pashto
5256,pbu,Northern Pashto
5257,pbv,Pnar
5258,pby,Pyu (Papua New Guinea)
5259,pbz,Palu
5260,pca,Santa Inés Ahuatempan Popoloca
5261,pcb,Pear
5262,pcc,Bouyei
5263,pcd,Picard
5264,pce,Ruching Palaung
5265,pcf,Paliyan
5266,pcg,Paniya
5267,pch,Pardhan
5268,pci,Duruwa
5269,pcj,Parenga
5270,pck,Paite Chin
5271,pcl,Pardhi
5272,pcm,Nigerian Pidgin
5273,pcn,Piti
5274,pcp,Pacahuara
5275,pcr,Panang
5276,pcw,Pyapun
5277,pda,Anam
5278,pdc,Pennsylvania German
5279,pdi,Pa Di
5280,pdn,Podena
5281,pdo,Padoe
5282,pdt,Plautdietsch
5283,pdu,Kayan
5284,pea,Peranakan Indonesian
5285,peb,Eastern Pomo
5286,ped,Mala (Papua New Guinea)
5287,pee,Taje
5288,pef,Northeastern Pomo
5289,peg,Pengo
5290,peh,Bonan
5291,pei,Chichimeca-Jonaz
5292,pej,Northern Pomo
5293,pek,Penchal
5294,pel,Pekal
5295,pem,Phende
5296,peo,Old Persian (ca. 600-400 B.C.)
5297,pep,Kunja
5298,peq,Southern Pomo
5299,pes,Iranian Persian
5300,pev,Pémono
5301,pex,Petats
5302,pey,Petjo
5303,pez,Eastern Penan
5304,pfa,Pááfang
5305,pfe,Peere
5306,pfl,Pfaelzisch
5307,pga,Sudanese Creole Arabic
5308,pgd,Gāndhārī
5309,pgg,Pangwali
5310,pgi,Pagi
5311,pgk,Rerep
5312,pgl,Primitive Irish
5313,pgn,Paelignian
5314,pgs,Pangseng
5315,pgu,Pagu
5316,pgy,Pongyong
5317,pgz,Papua New Guinean Sign Language
5318,pha,Pa-Hng
5319,phd,Phudagi
5320,phg,Phuong
5321,phh,Phukha
5322,phi,Philippine languages
5323,phk,Phake
5324,phl,Phalura
5325,phm,Phimbi
5326,phn,Phoenician
5327,pho,Phunoi
5328,phq,Phana'
5329,phr,Pahari-Potwari
5330,pht,Phu Thai
