,SSYK 2012 kod,Yrkesbenämning
5110,8212,"Montör, tillverkning el-teleprodukter"
5111,7321,"Montör, tryckeri"
5112,8211,"Montör, tryckerimaskiner, tillverkning"
5113,8214,"Montör, träprodukter"
5114,7119,"Montör, tält, läktare"
5115,2651,Monumentalmålare
5116,8116,Monumentstenhuggare
5117,8329,Mopedbud
5118,7231,Mopedreparatör
5119,3412,Mormonpräst
5120,7112,Mosaikläggare
5121,3422,Motionsinstruktör
5122,3422,Motionskonsulent
5123,3422,Motionsledare
5124,3421,Motocrossförare
5125,8211,Motorbyggare
5126,8329,Motorcykelbud
5127,3421,"Motorcykelförare, tävling"
5128,7231,Motorcykelmekaniker
5129,7231,Motorcykelreparatör
5130,7233,Motorelev
5131,7231,Motorfordonsmekaniker
5132,7231,Motorfordonsreparatör
5133,8211,Motorinstallatör
5134,8211,Motorjusterare
5135,7233,Motorman
5136,7231,"Motormekaniker, bilverkstad"
5137,8211,Motormontör
5138,8211,Motorprovare
5139,7231,"Motorreparatör, fordon"
5140,7233,"Motorreparatör, maskin"
5141,7233,"Motorskötare, fartyg"
5142,8311,Motorvagnsförare
5143,5349,Mottagningsbiträde
5144,2221,Mottagningssjuksköterska
5145,2221,Mottagningssköterska
5146,8342,Mudderverksskötare
5147,8342,Muddringsmaskinförare
5148,3412,Muezzin
5149,2654,Multimediaproducent
5150,7223,Multipelborrare
5151,2651,Muralmålare
5152,7112,Murare
5153,7112,Murarmästare
5154,8114,Murbruksberedare
5155,2621,Museiamanuens
5156,4410,Museiassistent
5157,1591,"Museichef, offentlig förvaltning, funktions- eller mellanchef"
5158,1120,"Museichef, med chefshierarki"
5159,3431,Museifotograf
5160,5113,Museiguide
5161,2621,Museiintendent
5162,2359,Museilektor
5163,2359,Museilärare
5164,2621,Museiman
5165,2359,Museipedagog
5166,3522,Museitekniker
5167,5419,Museivakt
5168,9622,Museivaktmästare
5169,5113,Museivärd
5170,3339,Musikagent
5171,2655,Musikalartist
5172,2330,"Musikdirektör, undervisning"
5173,2652,"Musiker, folkmusik"
5174,2652,"Musiker, klassisk musik"
5175,2652,"Musiker, konstmusik"
5176,2652,"Musiker, populärmusik"
5177,2652,"Musikförläggare, utan chefshierarki"
5178,1120,"Musikförläggare, med chefshierarki"
5179,3449,Musikhandledare
5180,7319,Musikinstrumentbyggare
5181,7319,Musikinstrumentmakare
5182,2351,Musikkonsulent
5183,2330,Musikledare
5184,2341,"Musiklärare, grundskola"
5185,2330,"Musiklärare, gymnasieskola"
5186,3449,"Musiklärare, kursverksamhet"
5187,2359,"Musiklärare, musikskola"
5188,2341,"Musikpedagog, grundskola"
5189,2330,"Musikpedagog, gymnasieskola"
5190,2359,"Musikpedagog, musikskola"
5191,2652,Musikproducent
5192,3522,Musiktekniker
5193,2289,Musikterapeut
5194,6221,Musselodlare
5195,8169,Musteriarbetare
5196,2132,Mykolog
5197,5223,Mynthandlare
5198,9629,Mynttömningspersonal
5199,5169,Mystery Shopper
5200,7131,"Målare, bygg"
5201,2651,"Målare, konstnär"
5202,7131,Målarmästare
5203,7132,"Måleriarbetare, lackerare, hantverk"
5204,7132,"Måleriarbetare, lackerare, industri "
5205,7131,"Måleriarbetare, målare"
5206,9412,Måltidsvakt
5207,7531,Måttskräddare
5208,7531,Måttskärare
5209,4114,"Mäklarassistent, fastigheter"
5210,4114,"Mäklarassistent, försäkringar"
5211,4113,"Mäklarassistent, värdepapper"
5212,8172,Mäldberedare
5213,8169,Mältare
5214,8189,Mängberedare
5215,3332,Mässarrangör
5216,3432,Mässdekoratör
5217,9412,Mässkalle
5218,5131,Mässman
5219,4224,Mässvärd
5220,3152,Mästerlots
5221,3117,Mät- och kartingenjör
5222,9629,Mätaravläsare
5223,7311,Mätarjusterare
5224,9310,"Mätbiträde, anläggning"
5225,6210,"Mätbiträde, skogsbruk"
5226,3113,"Mätingenjör, elkraft"
5227,3117,"Mätingenjör, lantmäteri"
5228,6210,"Mätningschef, virkesmätning"
5229,3112,"Mätningsingenjör, bygg och anläggning"
5230,3117,"Mätningsingenjör, karttekniskt arbete"
5231,3112,Mätningsledare
5232,3112,Mätningstekniker
5233,3112,"Mättekniker, bygg och anläggning"
5234,3215,"Mättekniker, fysik"
5235,3215,"Mättekniker, kemi"
5236,3117,"Mättekniker, lantmäteri"
5237,3119,"Mättekniker, metallprodukter"
5238,3114,"Mättekniker, styr- o. reglerteknik"
5239,3112,"Mättekniker, termografi"
5240,3114,"Mättekniker, verkstad"
5241,5223,Möbelförsäljare
5242,5223,Möbelhandlare
5243,2651,Möbelkonservator
5244,7132,Möbellackerare
5245,9320,"Möbelmontör, lager"
5246,8214,"Möbelmontör, tillverkning"
5247,2651,Möbelrenoverare
5248,2651,Möbelrestauratör
5249,7522,Möbelslipare
5250,7522,Möbelsnickare
5251,7533,Möbelstoppare
5252,8151,Möbeltvättare
5253,7531,Mönsterkonstruktör
5254,8212,Mönsterkortsoperatör
5255,7531,"Mönsterritare, tyger"
5256,7319,"Mönsterslipare, glas"
5257,8159,Mönstersättare
5258,8132,Mörkrumsarbetare
5259,7531,Mössömmerska
5260,5149,Nagelbyggare
5261,5149,Nagelskulptör
5262,5149,Nagelspecialist
5263,5149,Nagelteknolog
5264,5149,Nagelterapeut
5265,8114,"Najare, betongvaruindustri"
5266,5241,Nakenmodell
5267,2271,Naprapat
5268,2211,Narkosläkare
5269,2223,Narkossjuksköterska
5270,2415,Nationalekonom
5271,4224,Nattportier
5272,4224,Nattreceptionist
5273,5413,Nattvakt
5274,2135,Naturbevakare
5275,2320,Naturbrukslärare
5276,3431,Naturfotograf
5277,2623,Naturgeograf
5278,5113,Naturguide
5279,3230,Naturläkare
5280,3449,Naturskoleföreståndare
5281,3230,Naturterapeut
5282,2422,"Naturvårdare, administratör"
5283,6210,"Naturvårdare, skogsarbetare"
5284,1230,Naturvårdsdirektör
5285,2183,Naturvårdsingenjör
5286,6210,Naturvårdstekniker
5287,3152,Nautiker
5288,3152,Nautisk driftledare
5289,7223,NC-borrare
5290,7223,"NC-fräsare, metall"
5291,7523,"NC-fräsare, trä"
5292,7223,NC-hyvlare
5293,7223,"NC-operatör, metall"
5294,7523,"NC-operatör, trä"
5295,7223,NC-programmerare
5296,7223,NC-svarvare
5297,2211,Nefrolog
5298,8132,Negativklippare
5299,7319,Neonböjare
5300,2211,Neurofysiolog
5301,2211,Neurokirurg
5302,2211,Neurolog
5303,2241,Neuropsykolog
5304,7214,"Nibblare, tunnplåt"
5305,8163,Nibsberedare
5306,7215,"Nitare, grovplåt"
5307,7214,"Nitare, tunnplåt"
5308,3312,"Notariatchef, bank"
5309,3312,"Notariattjänsteman, bank"
5310,2619,Notarie
5311,2642,Notischef
5312,2652,Notskrivare
5313,7321,Notstickare
5314,7223,NS-borrare
5315,7223,NS-operatör
5316,7223,NS-svarvare
5317,2131,Nutritionist
5318,8192,Nyanserare
5319,3322,Nyckelkundsansvarig
5320,7311,Nyckelmakare
5321,3431,Nyhetsfotograf
5322,7321,Nyhetsgrafiker
5323,2642,Nyhetsjournalist
5324,2642,Nyhetsredaktör
5325,2642,Nyhetsreporter
5326,2643,Nyhetstextare
5327,3439,Nyhetsuppläsare
5328,8159,Nystare
5329,8159,Nåtlare
5330,8159,Nåtlingsberedare
5331,4430,Nämndeman
5332,3359,Nämndsekreterare
5333,2131,Näringsforskare
5334,1112,Näringsfrihetsombudsman
5335,2131,Näringsfysiolog
5336,1230,Näringslivschef
5337,2422,Näringslivskonsulent
5338,2422,Näringslivskonsult
5339,2422,Näringslivssekreterare
5340,3230,Näringsterapeut
5341,3360,Närpolis
5342,3113,Nätplanerare
5343,8159,Nättillverkare
5344,3513,Nätverksadministratör
5345,3513,Nätverksansvarig
5346,3514,Nätverkskonstruktör
5347,3514,Nätverkskonsult
5348,3514,"Nätverksoperatör, data"
5349,3521,"Nätverksoperatör, radio"
5350,3514,Nätverksspecialist
5351,3514,Nätverkstekniker
5352,3521,OB-assistent
5353,2211,Obducent
5354,5349,Obduktionsassistent
5355,5349,Obduktionsbiträde
5356,5349,Obduktionstekniker
5357,3311,Obligationsmäklare
5358,3521,OB-tekniker
5359,2114,Oceanograf
5360,7319,Ocularist
5361,2260,Odontolog
5362,4211,Oddsättare
5363,2134,Oenolog
5364,7613,Oenologikonsult
5365,3324,Offertberedare
5366,3324,Offertchef
5367,3324,Offertingenjör
5368,4115,Offertkontorist
5369,3324,Offertman
5370,3412,"Officer, frälsningsarmén"
5371,0110,"Officer, försvaret"
5372,7321,Offsetfotograf
5373,7322,Offsettryckare
5374,8113,Off-shorearbetare
5375,2239,Oftalmologassistent
5376,8113,Oljeborrare
5377,7233,Oljedepåtekniker
5378,8192,Oljedestillatör
5379,7125,Oljeeldningsinstallatör
5380,7125,Oljeeldningsmontör
5381,8169,"Oljepressare, oljeväxter"
5382,8192,Oljeraffinerare
5383,7134,Oljesanerare
5384,7321,Ombrytare
5385,2422,Ombudsman
5386,3353,"Omprövare, A-kassa"
5387,5152,"Områdesansvarig, fastighetsskötare"
5388,xxxx,"Områdesansvarig, övrig (klassificeras efter arbetsuppg. o. inriktning)"
5389,4119,Områdesassistent
5390,1421,"Områdeschef, barnomsorg, funktions- eller mellanchef"
5391,1422,"Områdeschef, barnomsorg, verksamhetsnära chef"
5392,1591,"Områdeschef, försäkringskassan, funktions- eller mellanchef"
5393,1592,"Områdeschef, försäkringskassan, verksamhetsnära chef"
5394,1521,"Områdeschef, handikappomsorg, funktions- eller mellanchef"
5395,1522,"Områdeschef, handikappomsorg, verksamhetsnära chef"
5396,1531,"Områdeschef, hemtjänst, funktions- eller mellanchef"
5397,1532,"Områdeschef, hemtjänst, verksamhetsnära chef"
5398,1321,"Områdeschef, Posten, funktions- eller mellanchef"
5399,1322,"Områdeschef, Posten, verksamhetsnära chef"
5400,1380,"Områdeschef, skogsbruk"
5401,1531,"Områdeschef, äldreomsorg, funktions- eller mellanchef"
5402,1532,"Områdeschef, äldreomsorg, verksamhetsnära chef"
5403,3335,"Områdesförvaltare, fastighet"
5404,5330,"Omsorgsassistent, i hemmet"
5405,5322,"Omsorgsassistent, på institution"
5406,1230,Omsorgschef
5407,2662,Omsorgskurator
5408,5349,Omvårdare
5409,2422,Omvårdnadsutvecklare
5410,2415,Omvärldsanalytiker
5411,5414,On Scene Coordinator 
5412,2211,Onkolog
5413,2239,Onkologisjuksköterska
5414,2113,Oorganisk kemist
5415,1120,Operachef
5416,2652,Operasångare
5417,4323,"Operation assistant, speditionsassistent"
5418,2231,Operationsassistent
5419,5323,"Operationsassistent, undersköterska"
5420,5323,Operationsbiträde
5421,2231,Operationssjuksköterska
5422,2231,Operationssköterska
5423,5350,Operationstandsköterska
5424,8112,"Operatör, malmförädling, stenkross"
5425,7311,"Optiker, instrument"
5426,2284,"Optiker, legitimerad"
5427,5224,Optikerassistent
5428,5224,Optikerbiträde
5429,3115,"Optimerare, livsmedel"
5430,3311,Optionsmäklare
5431,7420,Optofibertekniker
5432,5224,Optometriassistent 
5433,5224,Optometritekniker
5434,7420,Optotekniker
5435,4119,Ordbehandlare
5436,4119,Ordbehandlingskontorist
5437,2643,Ordboksförfattare
5438,3324,"Orderadministratör, handläggare "
5439,4115,"Orderadministratör, orderassistent"
5440,3324,Orderansvarig
5441,4115,Orderassistent
5442,3324,Orderbehandlare
5443,4115,Orderbevakare
5444,3324,Orderchef
5445,9320,Orderexpeditör
5446,4322,"Orderexpeditör, truckförare"
5447,3324,Orderfördelare
5448,3324,Orderhandläggare
5449,3324,Orderingenjör
5450,4115,Orderkontorist
5451,4115,Orderkontrollant
5452,4115,Ordermottagare
5453,3324,Orderplanerare
5454,9320,"Orderplockare, manuellt"
5455,4322,"Orderplockare, truckförare"
5456,3324,Orderuppföljare
5457,4430,"Ordförande, bostadsrättsförening"
5458,4430,"Ordförande, idrottsförening"
5459,3360,Ordningspolis
5460,5413,Ordningsvakt
5461,1230,"Organisationschef, kommun"
5462,1113,"Organisationschef, organisation"
5463,2615,Organisationsjurist
5464,2421,Organisationskonsult
5465,2422,"Organisationssekreterare, intresseorganisation"
5466,2422,"Organisationssekreterare, offentlig förvaltning"
5467,2421,Organisationsutvecklare
5468,2113,Organisk kemist
5469,2652,Organist
5470,7319,Orgelbyggare
5471,7319,Orgelpipmakare
5472,7319,Orgelstämmare
5473,2172,Originalare
5474,7321,Originalmontör
5475,7321,Originalretuschör
5476,2172,Originaltecknare
5477,2652,"Orkesterledare, klassisk musik"
5478,2652,"Orkesterledare, populärmusik"
5479,3433,Orkestervaktmästare
5480,8116,Ornamentstenhuggare
5481,2132,Ornitolog
5482,8111,Ortdrivare
5483,5350,Ortodontiassistent
5484,2260,Ortodontist
5485,5350,Ortodontitandsköterska
5486,2211,Ortoped
5487,7311,"Ortopedassistent, tillverkning"
5488,3214,Ortopedingenjör
5489,2211,Ortopedkirurg
5490,3214,Ortopedmekaniker
5491,2221,Ortopedsjuksköterska 
5492,7534,Ortopedskomakare
5493,7534,Ortopedskotekniker
5494,3214,Ortopedtekniker
5495,2239,Ortoptist
5496,5414,OSC 
5497,8162,Ostarbetare
5498,2271,Osteopat
5499,3115,Ostmästare
5500,8162,Osttillverkare
5501,7619,"Osttillverkare, gårdstillverkning"
5502,3214,Ototekniker
5503,2423,Outplacementkonsult
5504,8159,Ovanläderskärare
5505,8121,Oxiderare
5506,9320,"Packare, manuell"
5507,8181,"Packare, maskin"
5508,9320,Packbiträde
5509,9320,Packhuskarl
5510,7522,"Packmästare, manuell"
5511,3122,"Packmästare, maskin"
5512,8181,Packoperatör
5513,8181,Packsalsoperatör
5514,8329,Paketbilschaufför
5515,8329,Paketbilsförare
5516,9320,"Paketerare, manuell"
5517,8181,"Paketerare, maskin"
5518,8173,"Paketläggare, virkeshantering"
5519,2423,PA-konsult
5520,2114,Paleontolog
5521,9320,Pallreparatör
5522,9320,"Pallsnickare, reparation"
5523,7523,"Pallsnickare, tillverkning"
5524,7215,Pannbyggare
5525,7215,Pannmontör
5526,7215,Pannplåtslagare
5527,7134,Pannrensare
5528,4212,Pantlånare
5529,7321,Pantogravör
5530,8172,Pappersarbetare
5531,2651,Papperskonservator
5532,8172,Pappersmaskinförare
5533,3122,Pappersmästare
5534,8172,Pappersrullare
5535,8172,Pappersräknare
5536,7323,"Pappersskärare, bokbinderi"
5537,8143,Pappersspinnare
5538,8172,Papperstorkare
5539,8143,Pappersvaruarbetare
5540,7121,Pappläggare
5541,3342,Paralegal
5542,7532,Paraplymakare
5543,6113,Parkanläggare
5544,6113,Parkarbetare
5545,1591,"Parkchef, funktions- eller mellanchef"
5546,1592,"Parkchef, verksamhetsnära chef"
5547,5230,Parkeringskassör
5548,5419,Parkeringsvakt
5549,5419,Parkeringsvärd
5550,8173,Parkettarbetare
5551,7122,Parkettläggare
5552,7122,Parkettslipare
5553,6113,Parkföreståndare
5554,2134,Parkförvaltare
5555,6113,Parkmästare
5556,8342,Parkpistare
5557,6113,Parktekniker
5558,5350,Parodontologitandsköterska
5559,7323,Partibokbindare
5560,3331,Partihandelsagent
5561,1731,"Partihandlare, funktions- eller mellanchef"
5562,1732,"Partihandlare, verksamhetsnära chef"
5563,2111,Partikelfysiker
5564,1113,Partiledare
5565,2422,Partiombudsman
5566,1113,Partisekreterare
5567,3433,Passare
5568,5413,Passkontrollant
5569,3412,"Pastor, frikyrkoförsamling"
5570,2671,Pastorsadjunkt
5571,4119,Patentassistent
5572,2149,Patentingenjör
5573,2614,Patentjurist
5574,2149,Patentkonsult
5575,2149,Patentombud
5576,5349,Patientövervakare
5577,7319,Patinerare
5578,2211,Patolog
5579,3511,PC-koordinator
5580,3511,PC-samordnare
5581,3512,PC-supporter
5582,7420,"PC-tekniker, hårdvara"
5583,3512,"PC-tekniker, support"
5584,5312,Pedagogassistent
5585,2211,Pediatriker
5586,5149,Pedikurist
5587,5149,Pedikyrist
5588,7223,Pelarborrare
5589,8311,Pendeltågsförare
5590,7224,"Penetrant, metallprodukter"
5591,9320,Pennfabriksarbetare
5592,3311,Penningmarknadsmäklare
5593,7319,"Penselmakare, hantverk"
5594,8219,"Penselmakare, maskin"
5595,5151,Pensionatsvärd
5596,1531,"Pensionärshemsföreståndare, funktions- eller mellanchef"
5597,1532,"Pensionärshemsföreståndare, verksamhetsnära chef"
5598,3423,Pensionärskonsulent
5599,5349,Pensionärsvärd
5600,9412,Pentrybiträde
5601,7321,"Perforatör, tryckeri"
5602,3211,Perfusionist
5603,8213,Persiennmontör
5604,8213,Persienntillverkare
5605,2423,"Personaladministratör, personalhandläggare"
5606,4112,"Personaladministratör, personalredogörare"
5607,2423,"Personalassistent, personalhandläggare"
5608,4112,"Personalassistent, personalredogörare"
5609,1221,"Personalchef, funktions- eller mellanchef"
5610,1222,"Personalchef, verksamhetsnära chef"
5611,2423,Personalcontroller
5612,1221,"Personaldirektör, funktions- eller mellanchef"
5613,1222,"Personaldirektör, verksamhetsnära chef"
5614,2423,Personalhandläggare
5615,1221,"Personalintendent, funktions- eller mellanchef"
5616,1222,"Personalintendent, verksamhetsnära chef"
5617,1221,"Personalkamrer, funktions- eller mellanchef"
5618,1222,"Personalkamrer, verksamhetsnära chef"
5619,5120,Personalkock
5620,2423,Personalkonsulent
5621,2423,Personalkonsult
5622,4112,Personalkontorist
5623,2423,Personalman
5624,2423,"Personalplanerare, personalhandläggare"
5625,4112,Personalredogörare
5626,2423,Personalrekryterare
5627,2423,Personalsamordnare
5628,2423,"Personalsekreterare, personalhandläggare"
5629,4112,"Personalsekreterare, personalredogörare"
5630,2234,Personalsjuksköterska
5631,2423,Personalstrateg
5632,3449,Personalutbildare
5633,2423,Personalutvecklare
5634,2423,Personalvetare
5635,2423,Personalvårdskonsulent
5636,8321,"Personbilschaufför, persontransport"
5637,8321,"Personbilsförare, persontransport"
5638,7231,Personbiltekniker
5639,5343,Personlig assistent
5640,3312,Personlig bankman
5641,7231,Personlig servicetekniker
5642,3422,"Personlig tränare, friskvård"
5643,3314,Personskadereglerare
5644,3360,"Personskyddsväktare, polis"
5645,5413,"Personskyddsväktare, övrig"
5646,5141,Perukmakare
5647,2652,"Pianist, klassisk musik"
5648,2652,"Pianist, populärmusik"
5649,7319,Pianobyggare
5650,7319,Pianostämmare
5651,7319,Pianotekniker
5652,9622,Piccolo
5653,9622,Pickolo
5654,3153,Pilot
5655,7224,Pimsare
5656,8159,Pinnare
5657,9310,Pinnpojke
5658,7114,Pipelinemontör
5659,8342,Pistmaskinförare
5660,5419,Pistör
5661,9411,Pizzabagare
5662,7311,Pjäsmekaniker
5663,3411,Placeringsassistent
5664,2413,Placeringsrådgivare
5665,5131,Placör
5666,7319,"Planare, glas"
5667,2163,Planarkitekt
5668,3112,"Planerare, bygg"
5669,3113,"Planerare, elkraft"
5670,4323,"Planerare, flygbolag"
5671,2422,"Planerare, offentlig förvaltning"
5672,2163,Planeringsarkitekt/Fysisk planerare
5673,5411,Planeringsbrandmästare
5674,1230,"Planeringschef, mindre företag m.m"
5675,2351,"Planeringschef, skola"
5676,1230,"Planeringschef, stort eller medelstort företag m.m."
5677,2143,"Planeringsingenjör (elektronik), civilingenjör "
5678,3113,"Planeringsingenjör (elektronik), högskoleingenjör"
5679,2143,"Planeringsingenjör (telekommunikation), civilingenjör "
5680,3113,"Planeringsingenjör (telekommunikation), högskoleingenjör"
5681,3112,"Planeringsingenjör, bygg och anläggning"
5682,3113,"Planeringsingenjör, elkraft"
5683,2146,"Planeringsingenjör, gruva/metallurgi"
5684,3115,"Planeringsingenjör, kemiteknik"
5685,3114,"Planeringsingenjör, maskin"
5686,3119,"Planeringsingenjör, textil, trä m.m."
5687,4119,Planeringskontorist
5688,0110,Planeringsofficer
5689,2422,"Planeringssekreterare, kommun, landsting"
5690,3112,"Planeringstekniker, bygg och anläggning"
5691,3113,"Planeringstekniker, elektronik"
5692,3113,"Planeringstekniker, elkraft"
5693,3116,"Planeringstekniker, gruva/metallurgi"
5694,3115,"Planeringstekniker, kemiteknik"
5695,3114,"Planeringstekniker, maskin"
5696,3113,"Planeringstekniker, telekommunikation"
5697,3119,"Planeringstekniker, textil, trä m.m."
5698,7223,Planfräsare
5699,7224,"Planhyvlare, metall"
5700,7523,"Planhyvlare, trä"
5701,2163,"Planingenjör, stadsplanering"
5702,7319,"Planslipare, glas"
5703,7224,"Planslipare, metall"
5704,9210,"Planterare, skog"
5705,9210,"Planterare, trädgårdsodling"
5706,9210,Plantrensare
5707,6112,Plantskolearbetare
5708,6112,"Plantskolechef, 5-9 anställda"
5709,6112,"Plantskolechef, färre än 5 anställda"
5710,6112,"Plantskoleägare, 5-9 anställda"
5711,6112,"Plantskoleägare, färre än 5 anställda"
5712,9210,Plantsorterare
5713,9210,Plantör
5714,2111,Plasmafysiker
5715,8121,Plasmaoperatör
5716,8142,Plastarbetare
5717,8142,Plastbåtbyggare
5718,8142,Plastgjutare
5719,8142,Plasthärdare
5720,2211,Plastikkirurg
5721,8142,Plastimpregnerare
5722,8142,Plastmaskinoperatör
5723,8213,Plastmontör
5724,8142,Plastoperatör
5725,8142,Plastpressare
5726,8142,Plastreparatör
5727,8142,Plastskiveformare
5728,8142,Plastsprutare
5729,8142,Plastsvetsare
5730,8142,Plastvaruarbetare
5731,1362,"Platschef, bygg och anläggning, verksamhetsnära chef"
5732,1361,"Platschef, bygg och anläggning, funktions- eller mellanchef"
5733,5113,"Platschef, reseföretag"
5734,1371,"Platschef, tillverkningsindustri, funktions- eller mellanchef"
5735,1372,"Platschef, tillverkningsindustri, verksamhetsnära chef"
5736,3333,Platsförmedlare
5737,7114,Plattläggare
5738,7112,Plattsättare
5739,8151,Plisserare
5740,7321,Plottare
5741,0110,Plutonofficer
5742,8151,Plysare
5743,8173,Plywoodarbetare
5744,7214,Plåtbearbetare
5745,7214,Plåthopsättare
